station_id,station_name,row_count,first_date,last_date,failed_months
1,"부산",730,2025-01-01,2026-12-31,
2,"영도",730,2025-01-01,2026-12-31,
3,"다대포",730,2025-01-01,2026-12-31,
4,"대항동",730,2025-01-01,2026-12-31,
5,"가덕도",730,2025-01-01,2026-12-31,
6,"진해",730,2025-01-01,2026-12-31,
8,"마산",730,2025-01-01,2026-12-31,
9,"고현항",730,2025-01-01,2026-12-31,
10,"운풍포",730,2025-01-01,2026-12-31,
11,"원문포",730,2025-01-01,2026-12-31,
15,"성포항",730,2025-01-01,2026-12-31,
16,"우두포",730,2025-01-01,2026-12-31,
17,"성진포",730,2025-01-01,2026-12-31,
21,"구조라",730,2025-01-01,2026-12-31,
24,"용초도",730,2025-01-01,2026-12-31,
25,"통영",730,2025-01-01,2026-12-31,
28,"사량도",730,2025-01-01,2026-12-31,
30,"물건항",730,2025-01-01,2026-12-31,
31,"삼천포",730,2025-01-01,2026-12-31,
32,"진주만",730,2025-01-01,2026-12-31,
33,"진도",730,2025-01-01,2026-12-31,
35,"양아리",730,2025-01-01,2026-12-31,
36,"미조항",730,2025-01-01,2026-12-31,
39,"광양",730,2025-01-01,2026-12-31,
41,"여수",730,2025-01-01,2026-12-31,
42,"사포리",730,2025-01-01,2026-12-31,
44,"월전항",730,2025-01-01,2026-12-31,
47,"사양도",730,2025-01-01,2026-12-31,
48,"나로도항",730,2025-01-01,2026-12-31,
51,"거문도",730,2025-01-01,2026-12-31,
53,"거금수도",730,2025-01-01,2026-12-31,
57,"마도수도",730,2025-01-01,2026-12-31,
60,"완도",730,2025-01-01,2026-12-31,
61,"청산도",730,2025-01-01,2026-12-31,
62,"마량항",730,2025-01-01,2026-12-31,
66,"추자도",730,2025-01-01,2026-12-31,
67,"제주",730,2025-01-01,2026-12-31,
71,"성산포",730,2025-01-01,2026-12-31,
72,"서귀포",730,2025-01-01,2026-12-31,
73,"모슬포",730,2025-01-01,2026-12-31,
74,"화순항",730,2025-01-01,2026-12-31,
75,"죽도",730,2025-01-01,2026-12-31,
76,"비양도",730,2025-01-01,2026-12-31,
77,"한림항",730,2025-01-01,2026-12-31,
78,"어란진항",730,2025-01-01,2026-12-31,
79,"서망항",730,2025-01-01,2026-12-31,
80,"갑도",730,2025-01-01,2026-12-31,
82,"벽파진",730,2025-01-01,2026-12-31,
83,"옥동리",730,2025-01-01,2026-12-31,
84,"진도수품",730,2025-01-01,2026-12-31,
85,"팽목",730,2025-01-01,2026-12-31,
86,"하조도",730,2025-01-01,2026-12-31,
87,"상조도",730,2025-01-01,2026-12-31,
88,"서거차항",730,2025-01-01,2026-12-31,
89,"우이도항",730,2025-01-01,2026-12-31,
91,"흑산도",730,2025-01-01,2026-12-31,
92,"홍도항",730,2025-01-01,2026-12-31,
93,"능산도",730,2025-01-01,2026-12-31,
99,"전두리",730,2025-01-01,2026-12-31,
100,"우수영항",730,2025-01-01,2026-12-31,
101,"시하도",730,2025-01-01,2026-12-31,
103,"양화리",730,2025-01-01,2026-12-31,
105,"목포",730,2025-01-01,2026-12-31,
109,"함평만",730,2025-01-01,2026-12-31,
110,"안마도",730,2025-01-01,2026-12-31,
111,"영광",730,2025-01-01,2026-12-31,
112,"위도",730,2025-01-01,2026-12-31,
113,"하왕등도",730,2025-01-01,2026-12-31,
116,"말도항",730,2025-01-01,2026-12-31,
117,"군산연도항",730,2025-01-01,2026-12-31,
118,"비응항",730,2025-01-01,2026-12-31,
119,"군산내항",730,2025-01-01,2026-12-31,
120,"군산외항",730,2025-01-01,2026-12-31,
121,"장항",730,2025-01-01,2026-12-31,
122,"군산죽도",730,2025-01-01,2026-12-31,
123,"서천마량",730,2025-01-01,2026-12-31,
124,"어청도",730,2025-01-01,2026-12-31,
127,"보령",730,2025-01-01,2026-12-31,
128,"소도",730,2025-01-01,2026-12-31,
130,"외도",730,2025-01-01,2026-12-31,
132,"안흥신진도",730,2025-01-01,2026-12-31,
134,"모항항",730,2025-01-01,2026-12-31,
139,"굴업도",730,2025-01-01,2026-12-31,
141,"덕적도진리",730,2025-01-01,2026-12-31,
142,"덕적도북리",730,2025-01-01,2026-12-31,
145,"대산",730,2025-01-01,2026-12-31,
147,"국화도",730,2025-01-01,2026-12-31,
148,"한진리",730,2025-01-01,2026-12-31,
149,"평택",730,2025-01-01,2026-12-31,
151,"영흥도",730,2025-01-01,2026-12-31,
154,"소무의도",730,2025-01-01,2026-12-31,
157,"안산탄도",730,2025-01-01,2026-12-31,
158,"인천",730,2025-01-01,2026-12-31,
159,"영종도",730,2025-01-01,2026-12-31,
160,"장봉항",730,2025-01-01,2026-12-31,
161,"아차도",730,2025-01-01,2026-12-31,
163,"강화외포",730,2025-01-01,2026-12-31,
164,"미법도",730,2025-01-01,2026-12-31,
165,"내리",730,2025-01-01,2026-12-31,
167,"모도",730,2025-01-01,2026-12-31,
