station_id,station_name,row_count,first_date,last_date,failed_months
1,"부산",334,2026-02-01,2026-12-31,
2,"영도",334,2026-02-01,2026-12-31,
3,"다대포",334,2026-02-01,2026-12-31,
4,"대항동",334,2026-02-01,2026-12-31,
5,"가덕도",334,2026-02-01,2026-12-31,
6,"진해",334,2026-02-01,2026-12-31,
8,"마산",334,2026-02-01,2026-12-31,
9,"고현항",334,2026-02-01,2026-12-31,
10,"운풍포",334,2026-02-01,2026-12-31,
11,"원문포",334,2026-02-01,2026-12-31,
15,"성포항",334,2026-02-01,2026-12-31,
16,"우두포",334,2026-02-01,2026-12-31,
17,"성진포",334,2026-02-01,2026-12-31,
21,"구조라",334,2026-02-01,2026-12-31,
24,"용초도",334,2026-02-01,2026-12-31,
25,"통영",334,2026-02-01,2026-12-31,
28,"사량도",334,2026-02-01,2026-12-31,
30,"물건항",334,2026-02-01,2026-12-31,
31,"삼천포",334,2026-02-01,2026-12-31,
32,"진주만",334,2026-02-01,2026-12-31,
33,"진도",334,2026-02-01,2026-12-31,
35,"양아리",334,2026-02-01,2026-12-31,
36,"미조항",334,2026-02-01,2026-12-31,
39,"광양",334,2026-02-01,2026-12-31,
41,"여수",334,2026-02-01,2026-12-31,
42,"사포리",334,2026-02-01,2026-12-31,
44,"월전항",334,2026-02-01,2026-12-31,
47,"사양도",334,2026-02-01,2026-12-31,
48,"나로도항",334,2026-02-01,2026-12-31,
51,"거문도",334,2026-02-01,2026-12-31,
53,"거금수도",334,2026-02-01,2026-12-31,
57,"마도수도",334,2026-02-01,2026-12-31,
60,"완도",334,2026-02-01,2026-12-31,
61,"청산도",334,2026-02-01,2026-12-31,
62,"마량항",334,2026-02-01,2026-12-31,
66,"추자도",334,2026-02-01,2026-12-31,
67,"제주",334,2026-02-01,2026-12-31,
71,"성산포",334,2026-02-01,2026-12-31,
72,"서귀포",334,2026-02-01,2026-12-31,
73,"모슬포",334,2026-02-01,2026-12-31,
74,"화순항",334,2026-02-01,2026-12-31,
75,"죽도",334,2026-02-01,2026-12-31,
76,"비양도",334,2026-02-01,2026-12-31,
77,"한림항",334,2026-02-01,2026-12-31,
78,"어란진항",334,2026-02-01,2026-12-31,
79,"서망항",334,2026-02-01,2026-12-31,
80,"갑도",334,2026-02-01,2026-12-31,
82,"벽파진",334,2026-02-01,2026-12-31,
83,"옥동리",334,2026-02-01,2026-12-31,
84,"진도수품",334,2026-02-01,2026-12-31,
85,"팽목",334,2026-02-01,2026-12-31,
86,"하조도",334,2026-02-01,2026-12-31,
87,"상조도",334,2026-02-01,2026-12-31,
88,"서거차항",334,2026-02-01,2026-12-31,
89,"우이도항",334,2026-02-01,2026-12-31,
91,"흑산도",334,2026-02-01,2026-12-31,
92,"홍도항",334,2026-02-01,2026-12-31,
93,"능산도",334,2026-02-01,2026-12-31,
99,"전두리",334,2026-02-01,2026-12-31,
100,"우수영항",334,2026-02-01,2026-12-31,
101,"시하도",334,2026-02-01,2026-12-31,
103,"양화리",334,2026-02-01,2026-12-31,
105,"목포",334,2026-02-01,2026-12-31,
109,"함평만",334,2026-02-01,2026-12-31,
110,"안마도",334,2026-02-01,2026-12-31,
111,"영광",334,2026-02-01,2026-12-31,
112,"위도",334,2026-02-01,2026-12-31,
113,"하왕등도",334,2026-02-01,2026-12-31,
116,"말도항",334,2026-02-01,2026-12-31,
117,"군산연도항",334,2026-02-01,2026-12-31,
118,"비응항",334,2026-02-01,2026-12-31,
119,"군산내항",334,2026-02-01,2026-12-31,
120,"군산외항",334,2026-02-01,2026-12-31,
121,"장항",334,2026-02-01,2026-12-31,
122,"군산죽도",334,2026-02-01,2026-12-31,
123,"서천마량",334,2026-02-01,2026-12-31,
124,"어청도",334,2026-02-01,2026-12-31,
127,"보령",334,2026-02-01,2026-12-31,
128,"소도",334,2026-02-01,2026-12-31,
130,"외도",334,2026-02-01,2026-12-31,
132,"안흥신진도",334,2026-02-01,2026-12-31,
134,"모항항",334,2026-02-01,2026-12-31,
139,"굴업도",334,2026-02-01,2026-12-31,
141,"덕적도진리",334,2026-02-01,2026-12-31,
142,"덕적도북리",334,2026-02-01,2026-12-31,
145,"대산",334,2026-02-01,2026-12-31,
147,"국화도",334,2026-02-01,2026-12-31,
148,"한진리",334,2026-02-01,2026-12-31,
149,"평택",334,2026-02-01,2026-12-31,
151,"영흥도",334,2026-02-01,2026-12-31,
154,"소무의도",334,2026-02-01,2026-12-31,
157,"안산탄도",334,2026-02-01,2026-12-31,
158,"인천",334,2026-02-01,2026-12-31,
159,"영종도",334,2026-02-01,2026-12-31,
160,"장봉항",334,2026-02-01,2026-12-31,
161,"아차도",334,2026-02-01,2026-12-31,
163,"강화외포",334,2026-02-01,2026-12-31,
164,"미법도",334,2026-02-01,2026-12-31,
165,"내리",334,2026-02-01,2026-12-31,
167,"모도",334,2026-02-01,2026-12-31,
172,"소연평도",334,2026-02-01,2026-12-31,
173,"대연평도",334,2026-02-01,2026-12-31,
175,"백사장항",334,2026-02-01,2026-12-31,
177,"대청도",334,2026-02-01,2026-12-31,
178,"백령도",334,2026-02-01,2026-12-31,
179,"입파도",334,2026-02-01,2026-12-31,
181,"홍성죽도",334,2026-02-01,2026-12-31,
184,"군산1부두",334,2026-02-01,2026-12-31,
185,"직도",334,2026-02-01,2026-12-31,
186,"십이동파도",334,2026-02-01,2026-12-31,
191,"거진",334,2026-02-01,2026-12-31,
192,"속초",334,2026-02-01,2026-12-31,
194,"주문진",334,2026-02-01,2026-12-31,
195,"묵호",334,2026-02-01,2026-12-31,
196,"동해항",334,2026-02-01,2026-12-31,
197,"삼척항",334,2026-02-01,2026-12-31,
199,"울릉도저동",334,2026-02-01,2026-12-31,
201,"독도",334,2026-02-01,2026-12-31,
203,"후포",334,2026-02-01,2026-12-31,
207,"월포리",334,2026-02-01,2026-12-31,
208,"포항",334,2026-02-01,2026-12-31,
209,"구룡포항",334,2026-02-01,2026-12-31,
210,"양포항",334,2026-02-01,2026-12-31,
214,"울산",334,2026-02-01,2026-12-31,
216,"온산",334,2026-02-01,2026-12-31,
219,"녹동",334,2026-02-01,2026-12-31,
220,"고흥발포",334,2026-02-01,2026-12-31,
221,"이어도",334,2026-02-01,2026-12-31,
222,"순천만",334,2026-02-01,2026-12-31,
230,"복사초",334,2026-02-01,2026-12-31,
231,"태안",334,2026-02-01,2026-12-31,
233,"부산신항",334,2026-02-01,2026-12-31,
234,"소매물도",334,2026-02-01,2026-12-31,
238,"서건도",334,2026-02-01,2026-12-31,
241,"해운대",334,2026-02-01,2026-12-31,
244,"귀산동",334,2026-02-01,2026-12-31,
246,"광암항",334,2026-02-01,2026-12-31,
247,"사등면",334,2026-02-01,2026-12-31,
250,"다대다포항",334,2026-02-01,2026-12-31,
261,"능양항",334,2026-02-01,2026-12-31,
266,"율림리",334,2026-02-01,2026-12-31,
274,"비토리",334,2026-02-01,2026-12-31,
282,"달천도",334,2026-02-01,2026-12-31,
283,"봉전리",334,2026-02-01,2026-12-31,
284,"해도",334,2026-02-01,2026-12-31,
287,"봉영리",334,2026-02-01,2026-12-31,
290,"고마리",334,2026-02-01,2026-12-31,
291,"득량도",334,2026-02-01,2026-12-31,
295,"문도",334,2026-02-01,2026-12-31,
296,"덕우도",334,2026-02-01,2026-12-31,
299,"득암리",334,2026-02-01,2026-12-31,
301,"하저리",334,2026-02-01,2026-12-31,
302,"화흥포",334,2026-02-01,2026-12-31,
305,"넙도",334,2026-02-01,2026-12-31,
306,"보옥항",334,2026-02-01,2026-12-31,
307,"신양항",334,2026-02-01,2026-12-31,
310,"구엄포구",334,2026-02-01,2026-12-31,
311,"하고수동",334,2026-02-01,2026-12-31,
312,"행원포구",334,2026-02-01,2026-12-31,
314,"표선(세화리)",334,2026-02-01,2026-12-31,
316,"중문",334,2026-02-01,2026-12-31,
318,"차귀도포구",334,2026-02-01,2026-12-31,
319,"구성리",334,2026-02-01,2026-12-31,
321,"둔전리",334,2026-02-01,2026-12-31,
324,"신의도",334,2026-02-01,2026-12-31,
326,"추포도",334,2026-02-01,2026-12-31,
327,"세방리",334,2026-02-01,2026-12-31,
328,"고사도",334,2026-02-01,2026-12-31,
332,"압해송공항",334,2026-02-01,2026-12-31,
333,"매화도",334,2026-02-01,2026-12-31,
334,"선도리",334,2026-02-01,2026-12-31,
335,"홀통",334,2026-02-01,2026-12-31,
339,"향화도항",334,2026-02-01,2026-12-31,
340,"용정리",334,2026-02-01,2026-12-31,
342,"송이도",334,2026-02-01,2026-12-31,
348,"야미도",334,2026-02-01,2026-12-31,
349,"방축도",334,2026-02-01,2026-12-31,
350,"녹도항",334,2026-02-01,2026-12-31,
351,"호도",334,2026-02-01,2026-12-31,
354,"영목항",334,2026-02-01,2026-12-31,
355,"오천항",334,2026-02-01,2026-12-31,
356,"남당항",334,2026-02-01,2026-12-31,
358,"방포항",334,2026-02-01,2026-12-31,
361,"통개항",334,2026-02-01,2026-12-31,
362,"어은돌항",334,2026-02-01,2026-12-31,
364,"의항항",334,2026-02-01,2026-12-31,
365,"황촌리",334,2026-02-01,2026-12-31,
372,"원정리",334,2026-02-01,2026-12-31,
375,"울도항",334,2026-02-01,2026-12-31,
378,"선재도",334,2026-02-01,2026-12-31,
383,"죽산포",334,2026-02-01,2026-12-31,
384,"매음리",334,2026-02-01,2026-12-31,
387,"소청도",334,2026-02-01,2026-12-31,
388,"현포항",334,2026-02-01,2026-12-31,
390,"울릉사동항",334,2026-02-01,2026-12-31,
391,"진해동섬",334,2026-02-01,2026-12-31,
395,"거제외포",334,2026-02-01,2026-12-31,
396,"북여도",334,2026-02-01,2026-12-31,
400,"삼천포신항",334,2026-02-01,2026-12-31,
401,"지족리",334,2026-02-01,2026-12-31,
405,"두모리",334,2026-02-01,2026-12-31,
408,"시산항",334,2026-02-01,2026-12-31,
409,"대리",334,2026-02-01,2026-12-31,
