station_id,station_name,row_count,first_date,last_date,failed_months
410,"회진항",334,2026-02-01,2026-12-31,
411,"울포항",334,2026-02-01,2026-12-31,
412,"도장항",334,2026-02-01,2026-12-31,
413,"완도사동항",334,2026-02-01,2026-12-31,
414,"이월리",334,2026-02-01,2026-12-31,
417,"하우목동항",334,2026-02-01,2026-12-31,
424,"주광리",334,2026-02-01,2026-12-31,
425,"달리도",334,2026-02-01,2026-12-31,
426,"도원리",334,2026-02-01,2026-12-31,
431,"하섬",334,2026-02-01,2026-12-31,
432,"대야도항",334,2026-02-01,2026-12-31,
435,"북격렬비도",334,2026-02-01,2026-12-31,
436,"가곡리",334,2026-02-01,2026-12-31,
441,"건평나루",334,2026-02-01,2026-12-31,
442,"경인항",334,2026-02-01,2026-12-31,
445,"수산항",334,2026-02-01,2026-12-31,
449,"호산항",334,2026-02-01,2026-12-31,
452,"북형제도",334,2026-02-01,2026-12-31,
453,"송정",334,2026-02-01,2026-12-31,
458,"어란리",334,2026-02-01,2026-12-31,
459,"하의도서측",334,2026-02-01,2026-12-31,
460,"암태도",334,2026-02-01,2026-12-31,
462,"대야도",334,2026-02-01,2026-12-31,
464,"상왕등도",334,2026-02-01,2026-12-31,
467,"시화호",334,2026-02-01,2026-12-31,
468,"도초도",334,2026-02-01,2026-12-31,
469,"수도",334,2026-02-01,2026-12-31,
475,"비금도가산",334,2026-02-01,2026-12-31,
481,"위미항",334,2026-02-01,2026-12-31,
482,"하효항",334,2026-02-01,2026-12-31,
487,"국산리",334,2026-02-01,2026-12-31,
488,"생일도",334,2026-02-01,2026-12-31,
490,"수문리",334,2026-02-01,2026-12-31,
494,"강양항",334,2026-02-01,2026-12-31,
495,"읍천항",334,2026-02-01,2026-12-31,
496,"강릉",334,2026-02-01,2026-12-31,
497,"공현진항",334,2026-02-01,2026-12-31,
502,"구영리",334,2026-02-01,2026-12-31,
505,"창선도",334,2026-02-01,2026-12-31,
508,"땅끝항",334,2026-02-01,2026-12-31,
509,"강정항",334,2026-02-01,2026-12-31,
512,"진도옥도",334,2026-02-01,2026-12-31,
513,"상태도",334,2026-02-01,2026-12-31,
515,"흑산도사리",334,2026-02-01,2026-12-31,
516,"목포북항",334,2026-02-01,2026-12-31,
520,"매월리",334,2026-02-01,2026-12-31,
523,"홍원항",334,2026-02-01,2026-12-31,
528,"대진항",334,2026-02-01,2026-12-31,
533,"울진사동항",334,2026-02-01,2026-12-31,
538,"포교항",334,2026-02-01,2026-12-31,
540,"장포항",334,2026-02-01,2026-12-31,
544,"동갈화항",334,2026-02-01,2026-12-31,
547,"대벽리",334,2026-02-01,2026-12-31,
549,"덕흥항",334,2026-02-01,2026-12-31,
550,"월정리",334,2026-02-01,2026-12-31,
552,"안남리",334,2026-02-01,2026-12-31,
554,"월양항",334,2026-02-01,2026-12-31,
556,"가우도",334,2026-02-01,2026-12-31,
557,"조천항",334,2026-02-01,2026-12-31,
559,"학가리",334,2026-02-01,2026-12-31,
563,"신월항",334,2026-02-01,2026-12-31,
570,"용호부두",334,2026-02-01,2026-12-31,
577,"염호리",334,2026-02-01,2026-12-31,
578,"장문리",334,2026-02-01,2026-12-31,
582,"가학항",334,2026-02-01,2026-12-31,
583,"영전리",334,2026-02-01,2026-12-31,
590,"이흑암리",334,2026-02-01,2026-12-31,
